id;title
icpads;International Conference on Parallel and Distributed Systems (ICPADS)
rndm;International Workshop on Resilient Networks Design and Modeling (RNDM)
dhlu;Conference on Digital Humanities in Luxembourg (DHLU)
healthgrid;HealthGrid
gmp;Geometric Modeling and Processing Conference (GMP)
iciai;International Conferences on Innovation in Artificial Intelligence (ICIAI)
enc;Mexican International Conference on Computer Science (ENC)
icfca;International Conference on Formal Concept Analysis (ICFCA)
ehealth360;International Summit on eHealth (eHealth 360°)
ictglow;Information and Communication on Technology for the Fight against Global Warming (ICT-GLOW)
chigreece;International Conference of the ACM Greek SIGCHI Chapter (CHI Greece)
wns3;Workshop on ns-3 (WNS3)
ifip9;IFIP TC9 Publications
sbsc;Brazilian Symposium on Collaborative Systems (SBSC)
icast;International Conference on Advances of Science and Technology (ICAST)
tal;International Conference on Natural Language Processing (TAL)
socpar;International Conference of Soft Computing and Pattern Recognition (SoCPaR)
gecco;Annual Conference on Genetic and Evolutionary Computation (GECCO)
issi;International Conference on Scientometrics and Informetrics (ISSI)
ore;International Workshop on OWL Reasoner Evaluation (ORE)
biotec;International Conference and Exhibition on Biometrics Technology
iccsama;International Conference on Computer Science Applied Mathematics and Applications (ICCSAMA)
sigada;SIGAda Conference (SIGAda)
ssiai;Southwest Symposium on Image Analysis and Interpretation (SSIAI)
services;World Congress on Services (SERVICES)
comad;International Conference on Management of Data (COMAD)
els;European Lisp Symposium (ELS)
gi-ws;International Genetic Improvement Workshop (GI)
web;Workshop on E-Business (WEB)
clic-it;Italian Conference on Computational Linguistics (CLiC-it)
words;IEEE International Workshop on Object-Oriented Real-Time Dependable Systems (WORDS)
icsps;International Conference on Signal Processing Systems (ICSPS)
metroauto;International Workshop on Metrology for Automotive (MetroAutomotive)
loca;Location- and Context-Awareness (LoCA)
amps;International Workshop on Applied Measurements for Power Systems (AMPS)
netscix;International School and Conference on Network Science X (NetSci-X)
ic3k;International Joint Conference on Knowledge Discovery Knowledge Engineering and Knowledge Management (IC3K)
biosig;Biometrics and Electronic Signatures (BIOSIG)
dpta;Data Processing Techniques and Applications for Cyber-Physical Systems (DPTA)
immerscom;International ICST Conference on Immersive Telecommunications (IMMERSCOM)
soas;Self-Organization and Autonomous Systems in Computing and Communications (SOAS)
rfmi;International Workshop on  Representations Analysis and Recognition of Shape and Motion from Imaging Data (RFMI)
sadpi;International Workshop on Semantically Aware Document Processing And Indexing (SADPI)
icsa;International Conference on Software Architecture (ICSA)
brainles-ws;International Workshop on Brainlesion Glioma Multiple Sclerosis Stroke and Traumatic Brain Injuries (BrainLes)
vr;IEEE Conference on Virtual Reality and 3D User Interfaces (VR)
fsen;Fundamentals of Software Engineering (FSEN)
isgt;IEEE PES Innovative Smart Grid Technologies Conference (ISGT)
wirn;Italian Workshop on Neural Nets (WIRN)
host;IEEE International Symposium on Hardware Oriented Security and Trust (HOST)
fmoods;International Conference on Formal Methods for Open Object-Based Distributed Systems (FMOODS)
ifip11-8;World Conference on Information Security Education (WISE)
ctcs;Category Theory and Computer Science (CTCS)
webi;IEEE/WIC/ACM International Conference on Web Intelligence (WI)
iwoca;International Workshop on Combinatorial Algorithms (IWOCA)
expdb;Evaluation of Data Management Systems (ExpDB)
braincomp;International Workshop on Brain-Inspired Computing (BrainComp)
sscc;International Symposium on Security in Computing and Communications (SSCC)
innovate-data;International Conference on Big Data Innovations and Applications (Innovate-Data)
balkancryptsec;International Conference on Cryptography and Information Security in the Balkans (BalkanCryptSec)
pais;International Conference on Pattern Analysis and Intelligent Systems (PAIS)
kdid;International Workshop on Knowledge Discovery in Inductive Databases (KDID)
icphm;International Conference on Prognostics and Health Management (ICPHM)
bvai;Brain Vision and Artificial Intelligence (BVAI)
bioid;Biometrics and Identity Management (BIOID)
dali;Dynamic Logic. New Trends and Applications (DaLí)
prni;International Workshop on Pattern Recognition in Neuroimaging (PRNI)
delos;DELOS Workshops / Conferences (DELOS)
ittmm;International Conference on Information and Telecommunication Technologies and Mathematical Modeling of High-Tech Systems (ITTMM)
aia;Artificial Intelligence and Applications (AIA)
wcnis;IEEE International Conference on Wireless Communications Networking and Information Security (WCNIS)
adcs;Australasian Document Computing Symposium (ADCS)
chi;ACM Conference on Human Factors in Computing Systems (CHI)
ftscs;International Workshop on Formal Techniques for Safety-Critical Systems (FTSCS)
mtw;Workshop on Models of Trust for the Web (MTW)
vampire;Vampire Workshop (Vampire)
forms;Symposium on Formal Methods for Automation and Safety in Railway and Automotive Systems (FORMS/FORMAT)
dw;Data Warehousing (DW)
cserc;Computer Science Education Research Conference (CSERC)
wises;Workshop on Intelligent Solutions in Embedded Systems (WISES)
smartnets;International Conference on Smart Communications and Networking (SmartNets)
modellierung;Modellierung
bigcomp;IEEE International Conference on Big Data and Smart Computing (BigComp)
broadnets;International Conference on Broadband Communications Networks and Systems (BROADNETS)
cube;CUBE International IT Conference & Exhibition (CUBE)
mlhpc-ws;Workshop on Machine Learning in High Performance Computing Environments (MLHPC)
grc;IEEE International Conference on Granular Computing (GrC)
isr;International Symposium on Robotics (ISR)
icmc;International Computer Music Conference (ICMC)
icm2;International Conference on Microelectronics (ICM)
isr2;International Conference on Intelligence and Safety for Robotics (ISR)
wmt;Conference on Machine Translation (WMT)
sara;Symposium on Abstraction Reformulation and Approximation (SARA)
sg;International Symposium on Smart Graphics (SG)
robovis;International Conference on Robotics Computer Vision and Intelligent Systems (ROBOVIS)
tap;International Conference of Tests and Proofs (TAP)
icarcv;International Conference on Control Automation Robotics and Vision (ICARCV)
exact;Explanation-aware Computing (ExaCt)
jcsse;International Joint Conference on Computer Science and Software Engineering (JCSSE)
icdipc;International Conference on Digital Information Processing and Communications (ICDIPC)
scalcom;International Conference on Scalable Computing and Communications (ScalCom)
tywrrs;Tyrrhenian Workshop on Advances in Radar and Remote Sensing (TyWRRS)
cosn;Conference on Online Social Networks (COSN)
sosp;Symposium on Operating Systems Principles (SOSP)
seco;SeCO Workshops (SeCO)
icdsci;International Conference on Data Science (ICDS)
cihli;IEEE Symposium on Computational Intelligence for Human-like Intelligence (CIHLI)
ecoopwException;Error 404 Not Found
epirob;International Conference on Epigenetic Robotics (EpiRob)
aswec;Australian Software Engineering Conference (ASWEC)
icaif;International Conference on AI in Finance (ICAIF)
iwpt;International Workshop/Conference on Parsing Technologies (IWPT)
acl-sighan;Workshop on Chinese Language Processing (SIGHAN)
dcc;Data Compression Conference (DCC)
mln;International Conference on Machine Learning for Networking (MLN)
emsoft;International Conference on Embedded Software (EMSOFT)
eann;International Conference on Engineering Applications of Neural Networks (EANN)
pacbb;Practical Applications of Computational Biology & Bioinformatics (PACBB)
sbmf;Brazilian Symposium on Formal Methods (SBMF)
rfidta;IEEE International Conference on RFID-Technologies and Applications (RFID-TA)
ltconf;Language and Technology Conference (LTC)
cf;ACM International Conference on Computing Frontiers (CF)
cbd;International Conference on Advanced Cloud and Big Data (CBD)
hscma;Joint Workshop on Hands-free Speech Communication and Microphone Arrays (HSCMA)
iccci;International Conference on Computational Collective Intelligence (ICCCI)
iciw;International Conference on Internet and Web Applications and Services (ICIW)
amcc;American Control Conference (ACC)
wincom;International Conference on Wireless Networks and Mobile Communications (WINCOM)
icnlsp;International Conference on Natural Language and Speech Processing (ICNLSP)
pdpta;International Conference on Parallel and Distributed Processing Techniques and Applications (PDPTA)
sbsi;Brazilian Symposium on Information Systems (SBSI )
cg;Computers and Games (CG)
miua;Annual Conference on Medical Image Understanding and Analysis (MIUA)
sp;IEEE Symposium on Security and Privacy (S&P)
nca;IEEE International Symposium on Network Computing and Applications (NCA)
mallow;Multi-Agent Logics Languages and Organisations Federated Workshops (MALLOW)
cibim;Symposium on Computational Intelligence in Biometrics and Identity Management (CIBIM)
iccais;International Conference on Control Automation and Information Sciences (ICCAIS)
saint;International Symposium on Applications and the Internet (SAINT)
bci2;International Scientific Conference on Brain-Computer Interfaces (IC BCI)
csemws;China Semantic Web Symposium (CSWS)
p2p;IEEE International Conference on Peer-to-Peer Computing
tapas;Theory and Practice of Algorithms in (Computer) Systems (TAPAS)
csbio;International Conference on Computational Systems-Biology and Bioinformatics (CSBio)
msan;International ICST Conference on Multimedia Services Access Networks (MSAN)
3dgis;International Workshop on 3D Geoinformation Systems (3D-GIS)
asiahaptics;International Conference on Haptic Interaction - Science Engineering and Design (AsiaHaptics)
sigcse;Technical Symposium on Computer Science Education (SIGCSE)
gfheu;Games for Health EU (GFHEU)
dsw;Data Science Workshop (DSW)
pit;Perception and Interactive Technologies (PIT)
riiforum;Research & Innovation Forum (RIIFORUM)
soheal-ws;International Workshop on Software Health (SoHeal)
dft;IEEE International Symposium on Defect and Fault Tolerance in VLSI and Nanotechnology Systems (DFT)
netsoft;IEEE Conference on Network Softwarization (NetSoft)
amire;Autonomous Minirobots for Research and Edutainment (AMiRE)
rcdl;International Conference on Data Analytics and Management in Data Intensive Domains (DAMDID/RCDL)
hfr;International Workshop on Human Friendly Robotics (HFR)
ubipcmm;Internaltional Workshop on Personalized Context Modeling and Management for UbiComp Applications (ubiPCMM)
bigsdm;International Conference on Big Scientific Data Management (BigSDM)
si3d;ACM Symposium on Interactive 3D Graphics and Games (i3D)
cns;IEEE Conference on Communications and Network Security (CNS)
IEEEants;International Conference on Advanced Networks and Telecommuncations Systems (ANTS)
hpsr;International Conference on High Performance Switching and Routing (HPSR)
jcai;IITA International Joint Conference on Artificial Intelligence (JCAI)
energieinformatik;Energieinformatik
cdceo;Workshop on Complex Data Challenges in Earth Observation (CDCEO)
itre;Information Technology Research and Education (ITRE)
avss;Advanced Video and Signal Based Surveillance (AVSS)
riao;Open research Areas in Information Retrieval (OAIR)
iastedCSN;IASTED International Conference on Communication Systems and Networks (CSN)
isiwi;International Symposium of Information Science (ISI)
icais;International Conference on Adaptive and Intelligent Systems (ICAIS)
widm;ACM International Workshop on Web Information and Data Management (WIDM)
esa;European Symposium on Algorithms (ESA)
intelligent;International Symposium on Intelligent Informatics (ISI)
ijcai;International Joint Conference on Artificial Intelligence (IJCAI)
blocksys;International Conference on Blockchain and Trustworthy Systems (BlockSys)
euroitv;European Conference on Interactive TV (EuroITV)
cisda;IEEE Symposium on Computational Intelligence for Security and Defense Applications (CISDA)
isci;International Conference on Smart City and Informatization (iSCI)
ifip10-5;IFIP TC10 / WG10.5 Workshop/Conference (EduTech)
icdt;International Conference on Database Theory (ICDT)
ict-dm;International Conference on Information and Communication Technologies for Disaster Management (ICT-DM)
euroisi;European Conference on Intelligence and Security Informatics (EuroISI)
c3gi;Workshop on Computational Creativity Concept Invention and General Intelligence (C3GI)
aict;Advanced Industrial Conference on Telecommunications (AICT)
ammds;International Workshop on Activity Monitoring by Multiple Distributed Sensing (AMMDS)
patat;International Conference on the Practice and Theory of Automated Timetabling (PATAT)
iseeie;International Symposium on Electrical Electronics and Information Engineering (ISEEIE)
dsp-spe;Digital Signal Processing and Signal Processing Education Workshop (ICAIIC)
lsms;Life System Modeling and Simulation (LSMS)
cyphy;International Workshop on Design Modeling and Evaluation of Cyber Physical Systems (CyPhy)
icsap;International Conference on Signal Acquisition and Processing (ICSAP)
wpnc;Workshop on Positioning Navigation and Communication (WPNC)
icls;International Conference of the Learning Sciences (ICLS)
worma;Workshop on Robust Malware Analysis (WoRMA)
socialsec;International Symposium on Security and Privacy in Social Networks and Big Data (SocialSec)
icetm;International Conference on Education Technology Management (ICETM)
fedcsis;Conference on Computer Science and Intelligence Systems (FedCSIS)
icc;IEEE International Conference on Communications (ICC)
cimsivp;IEEE Symposium on Computational Intelligence for Multimedia Signal and Vision Processing (CIMSIVP)
comsnets;International Conference on Communication Systems and Networks (COMSNETS)
wdag;International Symposium on Distributed Computing (DISC)
cae;International Symposium on Computational Aesthetics in Graphics Visualization and Imaging (CAe)
mmas;Massively Multi-Agent Systems (MMAS)
mownet;International Conference on Selected Topics in Mobile and Wireless Networking (MoWNet)
mobilecloud;IEEE International Conference on Mobile Cloud Computing Services and Engineering (MobileCloud)
ispd;ACM International Symposium on Physical Design (ISPD)
dux;Conference on Designing for User eXperiences (DUX)
evoW;EvoStar Conferences (EvoStar)
icbip;International Conference on Biomedical Signal and Image Processing (ICBIP)
siguccs;ACM SIGUCCS Annual Conference (SIGUCCS)
jfsma;Journees Francophones sur les Systemes Multi-Agents (JFSMA)
wrla;Workshop on Rewriting Logic and Its Applications (WRLA)
fgit;Future Generation Information Technology (FGIT)
dim;Digital Identity Management (DIM)
birs;Banff International Research Station Workshop Towards Integrative Machine Learning and Knowledge Extraction (BIRS-IMLKE)
nik;Norsk Informatikkonferanse (NIK)
ismis;International Syposium on Methodologies for Intelligent Systems (ISMIS)
rjcia;Rencontres des Jeunes Chercheurs en Intelligence Artificielle (RJCIA)
crv;Conference on Computer and Robot Vision (CRV)
eacl;Conference of the European Chapter of the Association for Computational Linguistics (EACL)
bioadit;Biologically Inspired Approaches to Advanced Information Technology (BioADIT)
opodis;International Conference on Principles of Distributed Systems (OPODIS)
ipas;Image Processing Algorithms and Systems (IPAS)
paccs;Pacific-Asia Conference on Circuits Communications and Systems (PACCS)
5gwn;International Conference on 6GN for Future Wireless Networks (6GN)
isb;International Conference on Systems Biology (ISB)
wac2;World Automation Congress (WAC)
mvhi;International Conference on Machine Vision and Human-machine Interface (MVHI)
hevw;High-End Visualization Workshop
tpnc;International Conference on Theory and Practice of Natural Computing (TPNC)
blockchain2;IEEE International Conference on Blockchain (Blockchain)
fotfs;Foundations of the Formal Sciences (FotFS)
ruscdays;Russian Supercomputing Days (RuSCDays)
iscit;International Symposium on Communications and Information Technologies (ISCIT)
hlc;International Workshop on Human-Like Computing (HLC)
icarsc;International Conference on Autonomous Robot Systems and Competitions (ICARSC)
ismsi;International Conferences on Intelligent Systems Metaheuristics & Swarm Intelligence (ISMSI)
bpmds;International Working Conference on Business Process Modeling Development and Support (BPMDS)
dir;Dutch-Belgian Workshop on Information Retrieval
dh;Digital Heritage International Congress (DigitalHERITAGE)
informatiktage;Informatiktage
argmining;Workshop on Argument Mining (ArgMining)
ksem;Knowledge Science Engineering and Management (KSEM)
adc;Australasian Database Conference (ADC)
seke;International Conference on Software Engineering and Knowledge Engineering (SEKE)
seeda;SouthEast European Design Automation Computer Engineering Computer Networks and Social Media Conference (SEEDA-CECNSM)
teaa;Trends in Enterprise Application Architecture (TEAA)
mmcs;Mathematical Methods for Curves and Surfaces (MMCS)
gcb;German Conference on Bioinformatics (GCB)
rodbh;Doctoral Symposium on Research on Online Databases in History (RODBH)
asiams;Asia International Conference on Modelling and Simulation (AMS)
fab;International Symposium on Foundations and Applications of Blockchain (FAB)
ev;International Conference on Electronic Voting (EVOTE)
space;International Conference on Security Privacy and Applied Cryptography Engineering (SPACE)
cia;International Workshop on Cooperative Information Agents (CIA)
ngi;Conference on Next Generation Internet (NGI)
fois;Formal Ontology in Information Systems (FOIS)
egcee;Workshop on Embracing Global Computing in Emerging Economies (EGC)
indin;IEEE International Conference on Industrial Informatics (INDIN)
akbc;Conference on Automated Knowledge Base Construction (AKBC)
amw;Alberto Mendelzon International Workshop on Foundations of Data Management (AMW)
vstte;Verified Software Theories Tools Experiments (VSTTE)
pacis;Pacific Asia Conference on Information Systems (PACIS)
knowcon;KNOWCON-NSAIS workshop on Business Analytics (KNOWCON)
ciat;International Conference on Cyberspace Innovation of Advanced Technologies (CIAT)
icait;International Conference on Advanced Infocomm Technology (ICAIT)
lacl;Logical Aspects of Computational Linguistics (LACL)
vahc;Workshop on Visual Analytics in Healthcare (VAHC)
pdc;Participatory Design Conference (PDC)
aqtr;International Conference on Automation Quality and Testing Robotics (AQTR)
icsenst;International Conferences on Sensing Technology (ICST)
emmcvpr;Energy Minimization Methods in Computer Vision and Pattern Recognition (EMMCVPR)
trecvid;TREC Video Retrieval Evaluation (TRECVID)
istar;International i* Workshop (iStar)
rocond;IFAC Symposium on Robust Control Design (ROCOND)
view;Visual Information Expert Workshop (VIEW)
iih-msp;Intelligent Information Hiding and Multimedia Signal Processing (IIH-MSP)
icaai;International Conference on Advances in Artificial Intelligence (ICAAI)
mfps;Mathematical Foundations of Programming Semantics (MFPS)
aicv2;International Conferences on Artificial Intelligence and Computer Vision (AICV)
muscle;International Workshop on Computational Intelligence for Multimedia Understanding (MUSCLE)
lwa;Lernen Wissen Daten Analysen (LWDA)
i-semantics;International Conference on Semantic Systems (SEMANTiCS)
ssdbm;International Conference on Statistical and Scientific Database Management (SSDBM)
mfi;International Conference on Multisensor Fusion and Integration for Intelligent Systems (MFI)
hcomp;AAAI Conference on Human Computation & Crowdsourcing (HCOMP)
cycon;International Conference on Cyber Conflict (CyCon)
argnlp;Workshop on Frontiers and Connections between Argumentation Theory and Natural Language Processing (ArgNLP)
bliss;Bio-inspired Learning and Intelligent Systems for Security (BLISS)
wcii;International Workshop on Conditionals Information and Inference (WCII)
mseem;International Conference on Modeling and Simulation in Engineering Economics and Management (MS)
fet;European Future Technologies Conference and Exhibition (FET)
ica3pp;International Conference on Algorithms and Architectures for Parallel Processing (ICA3PP)
ptw;Workshop on Parallel Tools for High Performance Computing (PTW)
wuwnet;Workshop/Conference on Underwater Networks & Systems (WUWNet)
rcai;Russian Conference on Artificial Intelligence (RCAI)
iptc;International Symposium on Information Processing and Trusted Computing (IPTC)
iscn;International Symposium on Computer Networks (ISCN)
lasi-spain;Learning Analytics Summer Institute Spain (LASI-SPAIN)
icra;IEEE International Conference on Robotics and Automation (ICRA)
cn;International Conference on Computer Networks (CN)
icumt;International Conference on Ultra Modern Telecommunications (ICUMT)
infinity;International Workshop on Verification of Infinite-State Systems (INFINITY)
ngcas;New Generation of CAS (NGCAS)
metmbs;International Conference on Mathematics and Engineering Techniques in Medicine and Biological Scienes (METMBS)
iftc;International Forum on Digital TV and Wireless Multimedia Communication (IFTC)
camsap;IEEE International Workshop on Computational Advances in Multi-Sensor Adaptive Processing (CAMSAP)
jurix;International Conference on Legal Knowledge and Information Systems (JURIX)
tlt;International Workshop on Treebanks and Linguistic Theories (TLT)
tethics;Conference on Technology Ethics (Tethics)
egov;International Conference on Electronic Government (EGOV)
geneme;Gemeinschaften in Neuen Medien (GeNeMe)
oss;International Conference on Open Source Systems (OSS)
ism;IEEE International Symposium on Multimedia (ISM)
isoen;International Symposium on Olfaction and Electronic Nose (ISOEN)
sewcn;Security in Emerging Wireless Communication and Networking Systems (SEWCN)
icde;IEEE International Conference on Data Engineering (ICDE)
africom;International Conference on e-Infrastructure and e-Services for Developing Countries (AFRICOMM)
ssn;School on Systems and Networks (SSN)
icspcs;International Conference on Signal Processing and Communication Systems (ICSPCS)
staf;International Conference on Software Technologies Applications and Foundations (STAF)
iit;International Conference on Innovations in Information Technology (IIT)
incos;International Workshop on Intelligent Networking and Collaborative Systems (INCoS)
compeng;Complexity in Engineering (COMPENG)
acl-xml;Workshop on NLP and XML
iccbr;International Conference on Case-Based Reasoning (ICCBR)
arso;International Conference on Advanced Robotics and its Social Impacts (ARSO)
tmra;Topic Maps Research and Applications (TMRA)
icvs;International Conference on Computer Vision Systems (ICVS)
vmbo;International Workshop on Value Modeling and Business Ontologies (VMBO)
iccc2;International Conference on Cognitive Computing Services Society (ICCC)
formats;International Conference on Formal Modeling and Analysis of Timed Systems (FORMATS)
urai;International Conference on Ubiquitous Robots and Ambient Intelligence (URAI)
seaa;Redirecting ...
ccsw-ws;Cloud Computing Security Workshop (CCSW)
deec;Data Engineering Issues in E-Commerce (DEEC)
iscram;International Conference on Information Systems for Crisis Response and Management (ISCRAM)
risk;International Workshop on Risk Assessment and Risk-Driven Testing (RISK)
aiia;International Conference of the Italian Association for Artificial Intelligence (AI*IA)
amlta;International Conference on Advanced Machine Learning Technologies and Applications (AMLTA)
apbc;Asia-Pacific Bioinformatics Conference (APBC)
rt;Eurographics Symposium on Rendering (EGSR)
aabi;Symposium on Advances in Approximate Bayesian Inference (AABI)
csp;International Workshop on Concurrency Specification and Programming (CS&P)
i3;Redirecting ...
wwv;International Workshop on Automated Specification and Verification of Web Sites (WWV)
wecwis;Conference on Business Informatics (CBI)
ltec;International Workshop on Learning Technology for Education in Cloud (LTEC)
sita;International Conference on Intelligent Systems Theories and Applications (SITA)
opnetec;Optical Networks & Technologies Conference (OpNeTec)
giscience;International Conference Geographic Information Science (GIScience)
icuct;International Conference on Ubiquitous Convergence Technology (ICUCT)
lanc;International Latin American Networking Conference (LANC)
fbit;Frontiers in the Convergence of Bioscience and Information Technologies (FBIT)
aughuman;Augmented Human International Conference (AH)
afci;Algorithmic Fairness through the Lens of Causality and Privacy Workshop (AFCP)
evol;ERCIM Workshop on Software Evolution (EVOL)
acl-mrqa;Workshop on Machine Reading for Question Answering (MRQA)
ctrsa;The Cryptographers Track at RSA Conference (CT-RSA)
euspn;International Conference on Emerging Ubiquitous Systems and Pervasive Networks (EUSPN)
icuwb;International Conference on Ubiquitous Wireless Broadband (ICUWB)
hcce;Joint International Conference on Human-Centered Computer Environments (HCCE)
hpc;International Advanced Research Workshop on High Performance Computing (HPC)
acl-wnlp;Widening NLP Workshop
mtsummit;Machine Translation Summit (MTSummit)
iv;International Conference on Information Visualisation (IV)
inmed;KES International Conference on Innovation in Medicine and Healthcare (InMed)
inap;International Conference on Applications of Declarative Programming and Knowledge Management (INAP)
uemcom;Ubiquitous Computing Electronics & Mobile Communication Conference (UEMCON)
acai2;International Conference on Algorithms Computing and Artificial Intelligence (ACAI)
kryptotag;Krypto-Tag
iir;Italian Information Retrieval Workshop (IIR)
cartocon;CARTOCON
ifl;International Symposium on Implementation and Application of Functional Languages (IFL)
bis;International Conference on Business Information Systems (BIS)
ifip10-3;IFIP Working Conference on Distributed and Parallel Embedded Systems (DIPES)
ucmedia;User Centric Media (UCMedia)
dimacs;DIMACS Series in Discrete Mathematics and Theoretical Computer Science
icecsys;International Conference on Electronics Circuits and Systems (ICECS)
miigp;Medical Imaging Image-Guided Procedures
chiplay;ACM SIGCHI Annual Symposium on Computer-Human Interaction in Play (CHI PLAY)
icdip;International Conference on Digital Image Processing (ICDIP)
icdcs;IEEE International Conference on Distributed Computing Systems (ICDCS)
csedu;International Conference on Computer Supported Education (CSEDU)
ipsn;International Symposium on Information Processing in Sensor Networks (IPSN)
cac;ACM Cloud and Autonomic Computing Conference (CAC)
icic;International Conference on Intelligent Computing (ICIC)
micro;Annual IEEE/ACM International Symposium on Microarchitecture (MICRO)
icsports;International Congress on Sport Sciences Research and Technology Support (icSPORTS)
openshmem;Workshop on OpenSHMEM and Related Technologies (OpenSHMEM)
colognetwente;Cologne Twente Workshop on Graphs and Combinatorial Optimization (CTW)
irfc;Information Retrieval Facility Conference (IRFC)
marami;Modèles & Analyse des Réseaux  Approches Mathématiques & Informatiques (MARAMI)
fungames;Fun and Games
woot;Workshop on Offensive Technologies (WOOT)
iwwiss;International Workshop on Web Intelligence and Smart Sensing (IWWISS)
icecocs;International Conference on Electronics Control Optimization and Computer Science (ICECOCS)
graphite;Conference on Computer Graphics and Interactive Techniques in Australasia and Southeast Asia (GRAPHITE)
acit3;Arab Conference on Information Technology (ACIT)
pcm;Pacific Rim Conference on Multimedia (PCM)
iwssip;International Conference on Systems Signals and Image Processing (IWSSIP)
odbis;Ontologies-Based Databases and Information Systems (ODBIS)
iqis;International Workshop on Quality in Databases (QDB)
vdmb;VLDB Workshop on Data Mining in Bioinformatics (VDMB)
webdb;International Workshop on the Web and Databases (WebDB)
snpd;Software Engineering Artificial Intelligence Networking and Parallel/Distributed Computing (SNPD)
wims;Web Intelligence Mining and Semantics (WIMS)
moco;International Conference (Symposium Workshop) on Movement and Computing (MOCO)
syncop;International Workshop on Synthesis of Complex Parameters (SynCoP)
seed;International Symposium on Secure and Private Execution Environment Design (SEED)
okcon;Open Knowledge Conference (OKCon)
limits;Workshop on Computing within Limits (LIMITS)
mlcad;Workshop on Machine Learning for CAD (MLCAD)
skima;International Conference on Software Knowledge Information Management and Applications (SKIMA)
ieeesam;IEEE Sensor Array and Multichannel Signal Processing Workshop (SAM)
appt;Advanced Parallel Programming Technologies (APPT)
bdas;International Conference -Beyond Databases Architectures and Structures (BDAS)
rfid;IEEE International Conference on RFID (RFID)
euros;European Robotics Symposium (EUROS)
aisc;Artificial Intelligence and Symbolic Computation (AISC)
ntii;International Workshop on New Trends in Information Integration (NTII)
inforsid;Congrès INFORSID
sc;International Conference for High Performance Computing Networking Storage and Analysis (SC)
islped;International Symposium on Low Power Electronics and Design (ISLPED)
icwus;International Conference on Wireless and Ubiquitous Systems (ICWUS)
jiisic;Jornadas Iberoamericanas de Ingeniería de Software e Ingeniería del Conocimiento (JIISIC)
vss;International Workshop on Variable Structure Systems (VSS)
kr;International Conference on Principles of Knowledge Representation and Reasoning (KR)
mlcb;Machine Learning in Computational Biology Meeting (MLCB)
icvisp;International Conferences on Vision Image and Signal Processing (ICVISP)
udm;International Workshop on Ubiquitous Data Management (UDM)
csreaPSC;International Conference on Pervasive Systems and Computing (PSC)
promise;International Conference on Predictive Models in Software Engineering (PROMISE)
icgsp;International Conference on Graphics and Signal Processing (ICGSP)
human;Human.Society@Internet (HSI)
fidji;FIDJI Project (FIDJI)
iicai;Indian International Conference on Artificial Intelligence (IICAI)
ats;Asian Test Symposium (ATS)
icitcs;International Conference on IT Convergence and Security (ICITCS)
aft;Conference on Advances in Financial Technologies (AFT)
icsr;International Conference on Software Reuse (ICSR)
papis;International Conference on Predictive APIs and Apps (PAPIs)
icoodb;International Conference on Objects and Databases (ICOODB)
scs;Australian Workshop on Safety Critical Systems and Software (SCS)
sefm;IEEE International Conference on Software Engineering and Formal Methods (SEFM)
ic2e;International Conference on Cloud Engineering (IC2E)
fomms;Foundations of Molecular Modeling and Simulation (FOMMS)
isgteurope;IEEE PES Innovative Smart Grid Technologies Conference - Europe (ISGT Europe)
wifo;Wissenschaftsforum (WiFo)
cpscip;Cyber-Physical Security for Critical Infrastructures Protection (CPS4CIP)
cloudforward;International Conference on Cloud Forward (Cloud Forward)
ivsp;International Conference on Image Video and Signal Processing (IVSP)
pimrc;IEEE International Symposium on Personal Indoor and Mobile Radio Communications (PIMRC)
icqt;Internet Charging and QoS Technologies (ICQT)
amfg;Analysis and Modeling of Faces and Gestures (AMFG)
IEEEisic;International Symposium on Intelligent Control (ISIC)
isuvr;International Symposium on Ubiquitous Virtual Reality (ISUVR)
models;ACM/IEEE International Conference on Model Driven Engineering Languages and Systems (MoDELS)
complenet;Workshop on Complex Networks (CompleNet)
qsic;International Conference on Quality Software (QSIC)
uml;International Conference on the Unified Modeling Language (UML)
apsitt;Asia-Pacific Symposium on Information and Telecommunication Technologies (APSITT)
modelica;International Modelica Conference (Modelica)
eurographics;Annual Conference of the European Association for Computer Graphics (Eurographics)
ismvl;IEEE International Symposium on Multiple-Valued Logic (ISMVL)
music;International Conference on Mobile Ubiquitous and Intelligent Computing (MUSIC)
vrar;Virtuelle Realität und Augmented Reality (VR/AR)
aclnut;Workshop on Noisy User-generated Text (NUT)
patmos;International Symposium on Power and Timing Modeling Optimization and Simulation (PATMOS)
soda;ACM-SIAM Symposium on Discrete Algorithms (SODA)
coop;Cooperative Systems Design (COOP)
ised;International Symposium on Embedded Computing and System Design (ISED)
sws;Secure Web Services (SWS)
ismir;International Society for Music Information Retrieval Conference (ISMIR)
wea2;Workshop on Engineering Applications (WEA)
evalita;International Workshop on Evaluation of Natural Language and Speech Tools for Italian (EVALITA)
siacg;Ibero-American Symposium on Computer Graphics (SIACG)
nime;New Interfaces for Musical Expression (NIME)
ict4s;ICT for Sustainability (ICT4S)
egovis;International Conference on Electronic Government and the Information Systems Perspective (EGOVIS)
hotedge;USENIX Workshop on Hot Topics in Edge Computing (HotEdge)
sblp;Brazilian Symposium on Programming Languages (SBLP)
sdb;International Workshop on Semantics in Data and Knowledge Bases (SDKB)
dsc;International Conference on Data Science in Cyberspace (DSC)
